,City,Cloudiness,Date,Country,Humidity,Temperature,Latitude,Longtitude,Wind Speed
369,labuhan,18,1619291133,BR,67,301.15,-10.1256,-36.1756,4.36
370,melaka,0,1619291133,RU,64,278.76,42.4308,130.6434,3.65
371,shingu,1,1619291133,US,29,292.04,42.2506,-75.833,4.63
372,ridgecrest,20,1619290997,CL,67,290.15,-29.9533,-71.3436,5.66
373,port lincoln,100,1619291134,RU,92,272.24,63.2842,118.3319,1.21
374,maumere,0,1619291134,US,15,305.37,33.3703,-112.5838,2.06
375,ueda,99,1619291134,MN,18,278.73,46.6806,113.2792,5.48
376,vestmannaeyjar,9,1619291135,KZ,26,291.38,43.3,52.8,3.77
377,knysna,100,1619291135,RU,96,276.18,55.6783,40.2169,4.99
378,waddan,36,1619291135,RU,77,267.5,56.45,138.1667,4.39
379,lowestoft,8,1619291136,KZ,28,290.59,43.9098,67.2495,5.18
380,herrin,100,1619291136,RU,98,273.51,65.7,82.4667,3.37
381,emba,76,1619291137,RU,76,276.59,66.0317,60.1659,4.28
382,rovaniemi,20,1619291137,MX,46,309.82,19.45,-96.4167,4.63
383,ljubimec,100,1619291137,AF,44,285.13,36.8648,70.8342,1.62
384,owo,40,1619291138,PA,62,305.15,9.3592,-79.9014,5.14
385,leninskoye,100,1619291138,LA,70,300.44,18.5007,102.4166,1.44
386,saquena,0,1619291138,AO,75,299.39,-15.1961,12.1522,3.54
387,bubaque,0,1619291139,ZW,27,297,-22.2167,30,3.9
388,vaitupu,95,1619291139,AU,67,289.15,-14.4667,132.2667,2.18
389,cabinda,10,1619291140,IN,30,302.74,19.0833,74.7333,5.26
390,lata,91,1619291055,AO,66,290.62,-12.8525,15.5606,0.91
391,bambous virieux,20,1619291140,CL,63,291.15,-27.3667,-70.3333,6.17
392,gijon,100,1619291140,RU,86,266.05,69.7008,170.3133,1.24
393,oktyabrskiy,100,1619291141,CN,62,288.37,35.3089,113.8672,6.1
394,matamoros,75,1619291141,RE,88,298.15,-21.3393,55.4781,12.35
395,bulgan,92,1619291141,BR,58,305.03,-6.5339,-64.3831,0.22
396,wageningen,82,1619290976,ET,88,288.15,7.1333,40.7,1.95
397,oussouye,100,1619291142,RU,79,279.56,63.8567,57.3094,3.39
398,charlestown,75,1619291142,FI,86,274.15,65.9667,29.1833,1.54
399,lavrentiya,0,1619291142,GL,61,278.78,66.9395,-53.6735,2.34
400,fare,75,1619291143,RU,93,273.15,69.1989,33.4478,3
401,moiyabana,21,1619291143,NZ,96,285.37,-35.6167,174.5,0.45
402,eskasem,1,1619291143,US,15,292.15,35.5281,-108.7426,8.75
403,hasaki,88,1619291144,PG,78,301.15,-10.6167,150.6667,6.4
404,tayirove,0,1619291144,LY,81,290.55,32.767,22.6367,10.83
405,dunedin,0,1619291144,TR,93,284.15,40.9372,38.2291,0.51
406,marcona,0,1619291144,AZ,77,287.15,40.4723,50.333,3.09
407,veshenskaya,40,1619291145,SL,72,301.17,7.5264,-12.505,5.94
408,iqaluit,99,1619291145,ID,76,298.55,-0.9516,122.7875,1.81
409,nortelandia,100,1619291145,CD,98,291.74,3.0372,29.5355,0.45
410,boaco,20,1619291146,MY,94,299.15,2.5148,102.8158,1.49
411,scarborough,97,1619291146,BR,78,301.23,-2.9248,-39.9167,6.01
412,san patricio,31,1619291146,MG,80,291.75,-21.15,46.5833,3.13
413,usinsk,7,1619291147,MV,66,301.57,2.6708,72.8944,3.62
414,provideniya,51,1619291147,GB,40,285.37,51.0333,-4.2167,0.45
415,lagoa,68,1619291147,RU,76,280.82,60.7966,40.086,3.56
416,bulalacao,100,1619291148,RU,92,272.61,67.4667,78.7,3.47
417,chimoio,75,1619291148,MA,52,294.15,31.6315,-8.0083,6.69
418,kouango,96,1619291148,AR,57,289.86,-40.8135,-62.9967,6.97
419,san jose,80,1619290865,DZ,74,289.7,36.8,4.2667,4.46
420,faya,99,1619291149,ID,100,297.15,-0.0333,109.3333,0.51
421,tuatapere,100,1619290933,CD,96,292.59,-7.5667,24.1833,2.58
422,ixtapa,50,1619290977,RO,48,280.93,46.4333,26.4,1.59
423,hobyo,1,1619291149,CA,31,288.15,46.2501,-83.5666,4.63
424,carutapera,100,1619291150,GA,94,295.66,-0.7001,10.2406,0.76
425,nantucket,91,1619291150,MG,98,290.84,-14.55,48.7333,1.42
426,beberibe,100,1619291150,PG,91,298.26,-9.0763,143.2092,3.28
427,bayshore gardens,100,1619291150,AU,100,294.15,-13.8483,136.4192,4.2
428,kesinga,91,1619291151,ET,89,290.8,5.7833,36.5667,2.13
429,saldanha,20,1619291151,US,37,292.59,38.421,-121.4238,4.63
430,green river,40,1619291151,US,69,300.15,21.4022,-157.7394,5.66
431,seymchan,49,1619291152,CL,71,291.33,-25.4,-70.4833,2.13
432,monrovia,20,1619291152,NO,64,274.82,69.1036,15.9492,3.6
433,paracuru,9,1619291152,IN,78,300.77,22.2394,68.9678,6.25
434,soyaux,42,1619291153,SB,75,301.03,-8.103,156.8419,2.75
435,binika,28,1619291153,YE,69,295.18,14.4,46.4667,3.16
436,negombo,85,1619291153,AR,83,288.71,-38.5473,-58.7368,4.47
437,turtkul,76,1619291154,PL,61,280.37,51.0374,21.0713,2.31
438,honningsvag,87,1619291154,AO,56,293.17,-12.0167,17.4833,0.24
439,pielesti,20,1619290888,US,75,274.26,64.5011,-165.4064,1.2
440,poum,90,1619291155,US,82,292.15,34.086,-81.1832,7.72
441,majene,100,1619291155,IN,57,281.06,30.6945,78.4932,4.6
442,srednekolymsk,14,1619291155,AR,45,288.99,-43.3002,-65.1023,0.33
443,abu kamal,100,1619291156,CN,56,285.5,39.7333,118.45,4.64
444,bathsheba,30,1619291156,RU,82,273.91,53.8015,33.5576,4.82
445,yidu,40,1619291157,US,83,297.15,20.785,-156.4656,7.72
446,hamilton,100,1619291157,GF,86,298.87,5.3833,-52.95,5.51
447,vysokaya gora,37,1619291157,PE,71,294.73,-16.6228,-72.7111,4.07
448,karaton,100,1619291158,RU,97,278.3,52.3405,56.166,2.57
449,pemangkat,100,1619290879,AO,83,300.47,-12.5763,13.4055,1.02
450,marathon,1,1619291158,US,65,281.15,60.5544,-151.2583,2.57
451,cristalina,99,1619291159,MM,79,301.36,17.3,97.0167,3.51
452,shache,100,1619291159,RU,43,278.66,54.3,110.3,1.93
453,hambantota,4,1619291159,BD,34,299.24,24.8833,90.7167,2.21
454,brae,21,1619291160,NZ,96,285.37,-35.1,173.7833,0.45
455,los llanos de aridane,6,1619291160,CN,30,286.6,41.1231,80.2644,2
456,port hedland,100,1619291160,AO,58,293.55,-11.7833,19.9167,0.54
457,hualmay,0,1619291161,SK,57,281.15,49.435,18.789,2.57
458,zhigansk,75,1619291161,PE,82,292.15,-7.8447,-79.1469,6.69
459,strezhevoy,1,1619291161,US,26,293.71,40.6957,-73.3257,6.69
460,balkhash,15,1619290949,SL,68,301.29,7.6244,-11.8332,3.14
461,khonuu,100,1619291162,RU,71,267.62,56.9064,118.2631,1.11
462,tabas,0,1619291162,RU,81,278.15,60.9344,76.5531,2
463,belen,20,1619291162,US,35,285.15,58.3019,-134.4197,4.12
464,dukat,98,1619291163,BR,74,298.31,-19.3911,-40.0722,2.63
465,tolu,90,1619290943,RU,85,267.81,53.5739,142.9478,4.43
466,matay,1,1619290899,US,39,292.15,35.5362,-100.9599,3.09
467,janauba,10,1619291163,ID,91,296.79,-4.9408,122.5276,1.28
468,coruripe,11,1619290935,KE,54,302.53,1.7471,40.0573,1.31
469,khasan,0,1619291164,CN,53,271.96,42.1859,127.479,0.7
470,broome,100,1619291164,RU,98,267.64,59.4511,112.5578,0.94
471,coquimbo,75,1619290928,RU,93,273.15,64.75,177.4833,7
472,nyurba,1,1619291165,US,17,289.15,36.4072,-105.5731,6.69
473,hsintien,16,1619291165,MV,72,301.76,6.8833,73.1,1.63
474,buckeye,0,1619290966,SA,16,304.15,24.6877,46.7219,4.54
475,baruun-urt,100,1619291166,RU,91,267.87,69.3833,178.4167,2.29
476,geresk,0,1619291166,MZ,79,295.35,-23.865,35.3833,3.65
477,abu dhabi,75,1619291166,MW,77,293.15,-13.5319,33.7401,5.66
478,zhanaozen,100,1619291167,RU,96,275.54,55.9613,40.4251,5.41
479,urshelskiy,100,1619291167,VU,81,298.18,-19.55,169.2667,4.53
480,ayan,100,1619291168,CN,76,282.34,39.8161,109.9776,6.7
481,pedra azul,40,1619291168,TR,55,291.15,37.4592,30.595,2.06
482,zhanakorgan,90,1619291168,AU,100,296.15,-16.9167,145.7667,4.63
483,bolungarvik,96,1619291168,GN,85,294.99,9.1848,-10.0999,6.06
484,krasnoselkup,17,1619291169,OM,75,301.03,17.0151,54.0924,2.88
485,port macquarie,6,1619291169,LY,83,290.28,32.1167,20.0667,9
486,praia da vitoria,40,1619291169,MX,30,303.15,18.7333,-103.6833,3.68
487,inta,75,1619291170,NC,100,298.71,-22.2763,166.4572,1.03
